Store_Number,Store_Founded,Store_Type,Store_Size,Store_Location_Type,Item_Number,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Store_Sales_Value
STR045,2002,Supermarket,Small,Tier 2,FDY08,9.395,Regular,0.171422166,Fruits and Vegetables,139.1838,1685.8056
STR046,1997,Supermarket,Small,Tier 1,FDJ28,12.3,Low Fat,0.021860985,Frozen Foods,193.3162,3078.6592
STR046,1997,Supermarket,Small,Tier 1,DRF36,16.1,Low Fat,0.023577298,Soft Drinks,192.6846,2866.269
STR010,1998,Grocery Store,Small,Tier 3,FDH44,19.1,Regular,0.043304681,Fruits and Vegetables,147.5418,294.2836
STR049,1999,Supermarket,Medium,Tier 1,NCY54,8.43,Low Fat,0.177971115,Household,174.0422,2069.3064
STR010,1998,Grocery Store,Small,Tier 3,FDR59,14.5,Regular,0.106894492,Breads,260.4594,1046.6376
STR046,1997,Supermarket,Small,Tier 1,DRA59,8.27,Regular,0.127927931,Soft Drinks,184.8924,4442.2176
STR017,2007,Supermarket,Small,Tier 2,FDS55,7.02,Low Fat,0.081623275,Fruits and Vegetables,148.0734,1930.1542
STR045,2002,Supermarket,Small,Tier 2,FDZ28,20,Regular,0.051596927,Frozen Foods,128.0678,1780.3492
STR045,2002,Supermarket,Small,Tier 2,DRG49,7.81,Low Fat,0.067592098,Soft Drinks,246.0486,7086.1094
STR019,1985,Grocery Store,Small,Tier 1,FDH21,,Low Fat,0.054670967,Seafood,158.6604,316.9208
STR013,1987,Supermarket,High,Tier 3,NCN19,13.1,Low Fat,0.012089479,Others,189.853,3415.554
STR045,2002,Supermarket,Small,Tier 2,FDP25,15.2,Low Fat,0.021250528,Canned,216.5824,5241.1776
STR046,1997,Supermarket,Small,Tier 1,DRH59,10.8,Low Fat,0.05843345,Hard Drinks,74.738,1025.332
STR035,2004,Supermarket,Small,Tier 2,FDH09,12.6,Low Fat,0.05606697,Seafood,50.7982,473.3838
STR049,1999,Supermarket,Medium,Tier 1,NCK54,12.15,Low Fat,0.029569276,Household,115.015,2912.875
STR045,2002,Supermarket,Small,Tier 2,FDT21,7.42,Low Fat,0.0204332,Snack Foods,248.9092,5976.2208
STR019,1985,Grocery Store,Small,Tier 1,FDR12,3.2,Regular,0.055213281,Baking Goods,172.4764,687.1056
STR017,2007,Supermarket,Small,Tier 2,FDS25,6.885,Regular,0.1408005,Canned,111.4228,2984.1156
STR027,1985,Cold Storage,Medium,Tier 3,NCL05,,Low Fat,0.047665717,Health and Hygiene,42.177,1255.033
STR017,2007,Supermarket,Small,Tier 2,NCI30,20.25,Low Fat,0.059268885,Household,246.446,3695.19
STR045,2002,Supermarket,Small,Tier 2,FDJ26,15.3,Regular,0.084937098,Canned,214.0218,1068.609
STR049,1999,Supermarket,Medium,Tier 1,FDA56,9.21,Low Fat,0.008778413,Fruits and Vegetables,122.4414,1583.9382
STR018,2009,Convenience,Medium,Tier 3,FDM33,15.6,Low Fat,0,Snack Foods,220.4798,661.1394
STR049,1999,Supermarket,Medium,Tier 1,FDP04,15.35,Low Fat,0.013834247,Frozen Foods,62.7168,958.752
STR045,2002,Supermarket,Small,Tier 2,FDR55,12.15,Regular,0.132351411,Fruits and Vegetables,190.3872,2836.308
STR027,1985,Cold Storage,Medium,Tier 3,NCZ54,,Low Fat,0.082955719,Household,164.0552,5523.4768
STR049,1999,Supermarket,Medium,Tier 1,NCA53,11.395,Low Fat,0.009893817,Health and Hygiene,50.3034,972.068
STR046,1997,Supermarket,Small,Tier 1,FDL20,17.1,Low Fat,0,Fruits and Vegetables,111.9886,3002.0922
STR035,2004,Supermarket,Small,Tier 2,FDT26,18.85,Regular,0.067940657,Dairy,119.044,1198.44
STR046,1997,Supermarket,Small,Tier 1,NCZ06,19.6,Low Fat,0.094161662,Household,251.9698,4566.0564
STR017,2007,Supermarket,Small,Tier 2,FDA04,11.3,Regular,0.067107448,Frozen Foods,258.1962,4402.9354
STR027,1985,Cold Storage,Medium,Tier 3,FDD29,,Low Fat,0.018321361,Frozen Foods,255.3698,4819.7262
STR046,1997,Supermarket,Small,Tier 1,FDS56,5.785,Regular,0.038756864,Fruits and Vegetables,260.7252,6033.4796
STR013,1987,Supermarket,High,Tier 3,FDT07,5.82,Regular,0.077254736,Fruits and Vegetables,257.633,1537.998
STR018,2009,Convenience,Medium,Tier 3,FDT58,9,Low Fat,0.08630486,Snack Foods,168.0816,2181.1608
STR027,1985,Cold Storage,Medium,Tier 3,FDJ10,,Regular,0.128876537,Snack Foods,139.1838,4916.933
STR035,2004,Supermarket,Small,Tier 2,FDN25,7.895,Regular,0.061163967,Breakfast,59.2588,801.6232
STR045,2002,Supermarket,Small,Tier 2,DRC27,13.8,Low Fat,0.058220302,Dairy,247.4802,1474.0812
STR049,1999,Supermarket,Medium,Tier 1,FDA38,5.44,Low Fat,0.025519534,Dairy,238.7538,3605.307
STR013,1987,Supermarket,High,Tier 3,FDM56,16.7,Low Fat,0.070133177,Fruits and Vegetables,109.8912,873.5296
STR013,1987,Supermarket,High,Tier 3,NCI43,19.85,Low Fat,0.025947095,Household,46.9376,575.2512
STR017,2007,Supermarket,Small,Tier 2,FDP36,10.395,Regular,0.091688111,Baking Goods,49.0008,860.2136
STR019,1985,Grocery Store,Small,Tier 1,DRK49,,Low Fat,0,Soft Drinks,40.5138,40.6138
STR019,1985,Grocery Store,Small,Tier 1,FDW32,,Regular,0.165101585,Fruits and Vegetables,87.7882,515.3292
STR049,1999,Supermarket,Medium,Tier 1,NCW18,15.1,Low Fat,0.059417055,Household,237.9248,2133.2232
STR018,2009,Convenience,Medium,Tier 3,FDQ44,20.5,Low Fat,0.036287517,Fruits and Vegetables,121.2756,2181.1608
STR045,2002,Supermarket,Small,Tier 2,FDL45,15.6,Low Fat,0.037764269,Snack Foods,124.9704,2253.0672
STR035,2004,Supermarket,Small,Tier 2,DRB48,16.75,Regular,0.024848788,Soft Drinks,39.9822,746.3618
STR018,2009,Convenience,Medium,Tier 3,FDQ34,10.85,Low Fat,0.162903525,Snack Foods,104.9622,1482.0708
STR017,2007,Supermarket,Small,Tier 2,FDH17,16.2,Regular,0.016747538,Frozen Foods,98.6726,1272.3438
STR010,1998,Grocery Store,Small,Tier 3,FDN08,7.72,Regular,0.147904328,Fruits and Vegetables,116.6466,117.8466
STR027,1985,Cold Storage,Medium,Tier 3,FDK57,,Low Fat,0.079904068,Snack Foods,120.044,4434.228
STR013,1987,Supermarket,High,Tier 3,FDK10,5.785,Regular,0.040325274,Snack Foods,180.466,719.064
STR027,1985,Cold Storage,Medium,Tier 3,FDL39,,Regular,0.06302467,Dairy,181.6318,1263.0226
STR035,2004,Supermarket,Small,Tier 2,FDP25,15.2,Low Fat,0.021203509,Canned,216.3824,6114.7072
STR035,2004,Supermarket,Small,Tier 2,FDC05,13.1,Regular,0.098765906,Frozen Foods,196.3768,2167.8448
STR013,1987,Supermarket,High,Tier 3,FDA39,6.32,Low Fat,0.012707362,Meat,41.0822,942.7728
STR013,1987,Supermarket,High,Tier 3,FDZ10,17.85,Low Fat,0.04442649,Snack Foods,124.902,1897.53
STR027,1985,Cold Storage,Medium,Tier 3,FDK08,,Regular,0.121712459,Fruits and Vegetables,101.2016,2631.2416
STR013,1987,Supermarket,High,Tier 3,DRD24,13.85,Low Fat,0.030769458,Soft Drinks,141.7154,2978.1234
STR018,2009,Convenience,Medium,Tier 3,DRG48,5.78,Low Fat,0.014614357,Soft Drinks,147.3102,2332.9632
STR019,1985,Grocery Store,Small,Tier 1,FDH52,,Regular,0.076868664,Frozen Foods,62.1194,123.8388
STR045,2002,Supermarket,Small,Tier 2,FDS25,6.885,Regular,0.140292495,Canned,108.5228,1989.4104
STR035,2004,Supermarket,Small,Tier 2,NCH43,8.42,Low Fat,0.070555571,Household,216.0192,2372.9112
STR017,2007,Supermarket,Small,Tier 2,DRK01,7.63,Low Fat,0.061409711,Soft Drinks,94.6436,1607.2412
STR017,2007,Supermarket,Small,Tier 2,FDD59,10.5,Regular,0.066555152,Starchy Foods,80.896,958.752
STR010,1998,Grocery Store,Small,Tier 3,FDB27,7.575,Low Fat,0.092711708,Dairy,197.7768,197.0768
STR013,1987,Supermarket,High,Tier 3,FDO22,13.5,Regular,0.017844609,Snack Foods,81.396,1198.44
STR045,2002,Supermarket,Small,Tier 2,FDD35,12.15,Low Fat,0.025916883,Starchy Foods,120.244,2277.036
STR035,2004,Supermarket,Small,Tier 2,FDR01,5.405,Regular,0.053611144,Canned,197.7742,796.2968
STR019,1985,Grocery Store,Small,Tier 1,NCB31,,Low Fat,0.207783483,Household,262.291,525.982
STR046,1997,Supermarket,Small,Tier 1,FDC35,7.435,Low Fat,0.122837694,Starchy Foods,208.7638,3105.957
STR045,2002,Supermarket,Small,Tier 2,FDS23,4.635,Low Fat,0.141174838,Breads,127.0994,2826.9868
STR045,2002,Supermarket,Small,Tier 2,FDC33,8.96,Regular,0.069078149,Fruits and Vegetables,197.7768,3153.2288
STR018,2009,Convenience,Medium,Tier 3,NCF18,18.35,Low Fat,0.089345074,Household,191.9504,5369.0112
STR049,1999,Supermarket,Medium,Tier 1,FDM36,11.65,Regular,0.058822142,Baking Goods,173.5422,3448.844
STR049,1999,Supermarket,Medium,Tier 1,FDJ53,10.5,Low Fat,0.071368699,Frozen Foods,121.3098,1446.1176
STR018,2009,Convenience,Medium,Tier 3,NCL17,7.39,Low Fat,0.068055818,Health and Hygiene,140.7812,1567.2932
STR027,1985,Cold Storage,Medium,Tier 3,FDW27,,Regular,0.150122794,Meat,154.5314,1396.1826
STR046,1997,Supermarket,Small,Tier 1,FDA32,14,Low Fat,0.030094192,Fruits and Vegetables,215.7192,1078.596
STR010,1998,Grocery Store,Small,Tier 3,FDA03,18.5,Regular,0.076097035,Dairy,145.8102,291.6204
STR045,2002,Supermarket,Small,Tier 2,FDW09,13.65,Regular,0.025973384,Snack Foods,79.6302,554.6114
STR045,2002,Supermarket,Small,Tier 2,FDN09,14.15,Low Fat,0,Snack Foods,244.1828,731.0484
STR017,2007,Supermarket,Small,Tier 2,FDM08,10.1,Regular,0.053887301,Fruits and Vegetables,225.6088,4250.4672
STR018,2009,Convenience,Medium,Tier 3,FDX01,10.1,Low Fat,0.024262772,Canned,117.615,1514.695
STR049,1999,Supermarket,Medium,Tier 1,DRO35,13.85,Low Fat,0.034624104,Hard Drinks,115.0492,4054.722
STR045,2002,Supermarket,Small,Tier 2,FDS31,13.1,Regular,0.044281996,Fruits and Vegetables,178.5318,3067.3406
STR049,1999,Supermarket,Medium,Tier 1,NCM53,18.75,Low Fat,0.052121825,Health and Hygiene,104.828,2343.616
STR013,1987,Supermarket,High,Tier 3,FDI16,14,Regular,0.135662712,Frozen Foods,52.064,852.224
STR049,1999,Supermarket,Medium,Tier 1,DRF36,16.1,Low Fat,0.023613955,Soft Drinks,192.8846,5350.3688
STR027,1985,Cold Storage,Medium,Tier 3,FDW49,,Low Fat,0.082152451,Canned,179.9002,4119.3046
STR019,1985,Grocery Store,Small,Tier 1,FDB58,,Regular,0.02363057,Snack Foods,141.7154,425.4462
STR045,2002,Supermarket,Small,Tier 2,NCJ18,12.35,Low Fat,0.164274416,Household,119.8124,2133.2232
STR045,2002,Supermarket,Small,Tier 2,FDL51,20.7,Regular,0.047587685,Dairy,215.0876,5145.3024
STR018,2009,Convenience,Medium,Tier 3,FDS03,7.825,Low Fat,0.079952983,Meat,62.7826,1162.4868
STR019,1985,Grocery Store,Small,Tier 1,NCO54,,Low Fat,0.024992442,Household,53.6614,165.7842
STR045,2002,Supermarket,Small,Tier 2,FDA48,12.1,Low Fat,0.115107028,Baking Goods,222.0114,3547.3824
STR027,1985,Cold Storage,Medium,Tier 3,NCK06,,Low Fat,0.008604657,Household,123.1756,1211.756
STR045,2002,Supermarket,Small,Tier 2,NCZ54,14.65,Low Fat,0.083528446,Household,162.4552,2274.3728
STR027,1985,Cold Storage,Medium,Tier 3,FDW39,,Regular,0.036731658,Meat,177.237,4763.799
STR046,1997,Supermarket,Small,Tier 1,FDI09,20.75,Regular,0.129337594,Seafood,238.188,5033.448
STR049,1999,Supermarket,Medium,Tier 1,NCO02,11.15,Low Fat,0,Others,65.0142,1120.5414
STR049,1999,Supermarket,Medium,Tier 1,DRF13,12.1,Low Fat,0.029827665,Soft Drinks,144.3444,2612.5992
STR017,2007,Supermarket,Small,Tier 2,FDK25,11.6,Regular,0.157718931,Breakfast,168.3474,4548.0798
STR017,2007,Supermarket,Small,Tier 2,FDZ38,17.6,Low Fat,0.008046275,Dairy,173.7422,5863.0348
STR019,1985,Grocery Store,Small,Tier 1,NCQ42,,Low Fat,0.068753558,Household,127.9678,254.3356
STR027,1985,Cold Storage,Medium,Tier 3,FDM14,,Low Fat,0.013199737,Canned,108.9254,2713.135
STR046,1997,Supermarket,Small,Tier 1,FDC20,10.65,Low Fat,0.023971463,Fruits and Vegetables,54.0272,447.4176
STR018,2009,Convenience,Medium,Tier 3,FDW32,18.35,Regular,0.09468096,Fruits and Vegetables,86.2882,1631.8758
STR045,2002,Supermarket,Small,Tier 2,FDQ19,7.35,Regular,0.014394261,Fruits and Vegetables,241.3512,5331.7264
STR049,1999,Supermarket,Medium,Tier 1,FDE08,18.2,Low Fat,0.049396364,Fruits and Vegetables,146.4734,3563.3616
STR049,1999,Supermarket,Medium,Tier 1,FDC29,8.39,Regular,0.024243294,Frozen Foods,116.0176,1603.2464
STR013,1987,Supermarket,High,Tier 3,FDV50,14.3,Low Fat,0.122469209,Dairy,121.973,2709.806
STR017,2007,Supermarket,Small,Tier 2,FDF11,10.195,Regular,0.017730951,Starchy Foods,239.8538,4086.0146
STR018,2009,Convenience,Medium,Tier 3,FDN09,14.15,Low Fat,0.035016754,Snack Foods,245.3828,1705.7796
STR045,2002,Supermarket,Small,Tier 2,DRG37,16.2,Low Fat,0.019417732,Soft Drinks,153.7972,1402.1748
STR027,1985,Cold Storage,Medium,Tier 3,NCV06,,Low Fat,0.066358426,Household,195.2478,7168.6686
STR010,1998,Grocery Store,Small,Tier 3,DRJ13,12.65,Low Fat,0.105265475,Soft Drinks,159.9578,962.7468
STR027,1985,Cold Storage,Medium,Tier 3,DRF25,,Low Fat,0.038736754,Soft Drinks,37.319,1281.665
STR010,1998,Grocery Store,Small,Tier 3,FDE53,10.895,Low Fat,0.044991876,Frozen Foods,107.228,426.112
STR046,1997,Supermarket,Small,Tier 1,FDS08,5.735,Low Fat,0.05696122,Fruits and Vegetables,176.337,1764.37
STR017,2007,Supermarket,Small,Tier 2,FDO23,17.85,Low Fat,0.147255604,Breads,93.7436,1701.7848
STR046,1997,Supermarket,Small,Tier 1,FDT07,5.82,Regular,0.077319079,Fruits and Vegetables,255.433,4357.661
STR035,2004,Supermarket,Small,Tier 2,NCX29,10,Low Fat,0.089135671,Health and Hygiene,146.9102,3207.8244
STR035,2004,Supermarket,Small,Tier 2,FDG22,17.6,Regular,0.041373331,Snack Foods,38.119,732.38
STR027,1985,Cold Storage,Medium,Tier 3,DRJ47,,Low Fat,0.04403602,Hard Drinks,173.308,6751.212
STR013,1987,Supermarket,High,Tier 3,FDL43,10.1,Low Fat,0.027041859,Meat,77.567,306.268
STR027,1985,Cold Storage,Medium,Tier 3,FDZ43,,Regular,0.056782237,Fruits and Vegetables,241.2512,8239.9408
STR046,1997,Supermarket,Small,Tier 1,FDZ21,17.6,Regular,0.03922186,Snack Foods,97.241,193.082
STR035,2004,Supermarket,Small,Tier 2,FDJ50,8.645,Low Fat,0.021581922,Canned,53.3982,1209.7586
STR046,1997,Supermarket,Small,Tier 1,FDV35,19.5,Low Fat,0.128206001,Breads,155.9314,3878.285
STR017,2007,Supermarket,Small,Tier 2,FDW56,7.68,Low Fat,0.071301323,Fruits and Vegetables,190.8162,2693.8268
STR045,2002,Supermarket,Small,Tier 2,DRL35,15.7,Low Fat,0.030765898,Hard Drinks,43.277,649.155
STR045,2002,Supermarket,Small,Tier 2,FDR01,5.405,Regular,0.053730029,Canned,199.0742,4777.7808
STR045,2002,Supermarket,Small,Tier 2,FDS24,20.85,Regular,0.062350672,Baking Goods,86.9514,1416.8224
STR017,2007,Supermarket,Small,Tier 2,NCL17,7.39,Low Fat,0.068163102,Health and Hygiene,140.4812,2422.1804
STR018,2009,Convenience,Medium,Tier 3,FDS13,6.465,Low Fat,0,Canned,263.1884,2914.8724
STR045,2002,Supermarket,Small,Tier 2,FDB59,18.25,Low Fat,0.015309885,Snack Foods,197.6084,2380.9008
STR027,1985,Cold Storage,Medium,Tier 3,FDW26,,Regular,0.106538757,Dairy,222.3772,1556.6404
STR019,1985,Grocery Store,Small,Tier 1,FDQ12,3.2,Low Fat,0.061999648,Baking Goods,230.001,689.103
STR013,1987,Supermarket,High,Tier 3,FDX59,10.195,Low Fat,0.051618281,Breads,31.9558,373.5138
STR017,2007,Supermarket,Small,Tier 2,FDL36,15.1,Low Fat,0.076505799,Baking Goods,91.583,539.298
STR018,2009,Convenience,Medium,Tier 3,FDQ55,13.65,Regular,0.013091186,Fruits and Vegetables,114.8834,1612.5676
STR019,1985,Grocery Store,Small,Tier 1,FDV46,,Low Fat,0.022074764,Snack Foods,141.418,559.272
STR019,1985,Grocery Store,Small,Tier 1,FDM28,,Low Fat,0.079146113,Frozen Foods,181.466,179.766
STR017,2007,Supermarket,Small,Tier 2,FDT40,5.985,Low Fat,0.096337184,Frozen Foods,125.2678,763.0068
STR010,1998,Grocery Store,Small,Tier 3,DRJ11,9.5,Low Fat,0.142425145,Hard Drinks,189.9872,756.3488
STR045,2002,Supermarket,Small,Tier 2,FDD51,11.15,Low Fat,0,Dairy,44.7744,181.0976
STR027,1985,Cold Storage,Medium,Tier 3,NCT17,,Low Fat,0.041663111,Health and Hygiene,188.6214,6029.4848
STR046,1997,Supermarket,Small,Tier 1,NCW17,18,Low Fat,0.019386234,Health and Hygiene,126.8994,3083.9856
STR019,1985,Grocery Store,Small,Tier 1,NCY29,,Low Fat,0.135226962,Health and Hygiene,56.293,113.186
STR013,1987,Supermarket,High,Tier 3,DRH36,16.2,Low Fat,0,Soft Drinks,73.4696,2087.9488
STR049,1999,Supermarket,Medium,Tier 1,FDB17,13.15,Low Fat,0.036729122,Frozen Foods,179.7976,2535.3664
STR013,1987,Supermarket,High,Tier 3,NCA17,20.6,Low Fat,0.045380404,Health and Hygiene,148.4392,1789.6704
STR046,1997,Supermarket,Small,Tier 1,FDT27,11.395,Regular,0.069587171,Meat,234.6616,4687.232
STR013,1987,Supermarket,High,Tier 3,FDR32,6.78,Regular,0.08573655,Fruits and Vegetables,229.5694,3425.541
STR049,1999,Supermarket,Medium,Tier 1,FDG41,8.84,Regular,0.076681143,Frozen Foods,110.7228,1657.842
STR046,1997,Supermarket,Small,Tier 1,FDX25,16.7,Low Fat,0.102055777,Canned,184.0292,3101.2964
STR017,2007,Supermarket,Small,Tier 2,FDG56,13.3,Regular,0.071856726,Fruits and Vegetables,63.2536,1347.5792
STR017,2007,Supermarket,Small,Tier 2,FDN16,12.6,Regular,0.063054947,Frozen Foods,102.399,2270.378
STR035,2004,Supermarket,Small,Tier 2,FDD47,7.6,Regular,0.142383847,Starchy Foods,172.3448,2556.672
STR013,1987,Supermarket,High,Tier 3,FDR12,12.6,Regular,0.03150851,Baking Goods,170.5764,3779.0808
STR049,1999,Supermarket,Medium,Tier 1,FDS33,6.67,Regular,0.123620492,Snack Foods,90.0514,1505.3738
STR035,2004,Supermarket,Small,Tier 2,NCC55,10.695,Low Fat,0.06375108,Household,36.7848,782.9808
STR019,1985,Grocery Store,Small,Tier 1,FDA38,,Low Fat,0.04461205,Dairy,241.1538,480.7076
STR035,2004,Supermarket,Small,Tier 2,FDK44,16.6,Low Fat,0.122204371,Fruits and Vegetables,173.5738,1911.5118
STR046,1997,Supermarket,Small,Tier 1,FDZ57,10,Regular,0.037764307,Snack Foods,127.2994,642.497
STR017,2007,Supermarket,Small,Tier 2,NCN14,19.1,Low Fat,0.092437711,Others,185.2608,1470.0864
STR010,1998,Grocery Store,Small,Tier 3,NCB06,17.6,Low Fat,0.137807013,Health and Hygiene,161.792,159.792
STR049,1999,Supermarket,Medium,Tier 1,DRL01,19.5,Regular,0.077292302,Soft Drinks,235.3958,6309.7866
STR049,1999,Supermarket,Medium,Tier 1,FDU10,10.1,Regular,0.045763062,Snack Foods,38.4848,633.8416
STR018,2009,Convenience,Medium,Tier 3,NCS38,8.6,Low Fat,0.090558833,Household,112.6176,3091.9752
STR013,1987,Supermarket,High,Tier 3,FDQ16,19.7,Low Fat,0.041703666,Frozen Foods,109.1912,1637.868
STR017,2007,Supermarket,Small,Tier 2,FDS40,15.35,Low Fat,0.014098693,Frozen Foods,37.219,805.618
STR017,2007,Supermarket,Small,Tier 2,FDE36,5.26,Regular,0.042008667,Baking Goods,162.6868,3767.0964
STR045,2002,Supermarket,Small,Tier 2,FDV31,9.8,Low Fat,0.106933748,Fruits and Vegetables,175.337,529.311
STR045,2002,Supermarket,Small,Tier 2,NCD42,16.5,Low Fat,0.012663476,Health and Hygiene,39.3506,645.1602
STR035,2004,Supermarket,Small,Tier 2,FDT20,10.5,Low Fat,0.041387618,Fruits and Vegetables,40.1164,849.5608
STR018,2009,Convenience,Medium,Tier 3,NCN19,13.1,Low Fat,0.012148836,Others,191.353,1328.271
STR027,1985,Cold Storage,Medium,Tier 3,FDW21,,Regular,0.005935001,Snack Foods,98.8358,2010.716
STR045,2002,Supermarket,Small,Tier 2,FDF34,9.3,Regular,0.014047825,Snack Foods,196.5084,4364.9848
STR045,2002,Supermarket,Small,Tier 2,FDI28,14.3,Low Fat,0.026375082,Frozen Foods,79.6302,792.302
STR027,1985,Cold Storage,Medium,Tier 3,FDG44,,Low Fat,0,Fruits and Vegetables,55.7298,2804.3496
STR045,2002,Supermarket,Small,Tier 2,DRF60,10.8,Low Fat,0.052174319,Soft Drinks,240.3564,4290.4152
STR019,1985,Grocery Store,Small,Tier 1,FDQ36,12.6,Regular,0.060022526,Baking Goods,38.1848,37.2848
STR018,2009,Convenience,Medium,Tier 3,FDP34,12.85,Low Fat,0.137786856,Snack Foods,157.763,2659.871
STR035,2004,Supermarket,Small,Tier 2,FDA20,6.78,Low Fat,0.066608487,Fruits and Vegetables,184.624,5406.296
STR035,2004,Supermarket,Small,Tier 2,FDE41,9.195,Regular,0.064002068,Frozen Foods,85.5566,930.1226
STR046,1997,Supermarket,Small,Tier 1,DRK47,7.905,Low Fat,0.06406438,Hard Drinks,229.2694,1826.9552
STR017,2007,Supermarket,Small,Tier 2,FDY10,17.6,Low Fat,0.049345425,Snack Foods,115.4176,1145.176
STR017,2007,Supermarket,Small,Tier 2,FDI02,15.7,Regular,0.11521312,Canned,112.0202,3150.5656
STR019,1985,Grocery Store,Small,Tier 1,FDE41,,Regular,0,Frozen Foods,83.7566,253.6698
STR013,1987,Supermarket,High,Tier 3,FDZ52,19.2,Low Fat,0.099991245,Frozen Foods,112.7886,1779.0176
STR018,2009,Convenience,Medium,Tier 3,FDG50,7.405,Low Fat,0.015334003,Canned,92.7146,1185.7898
STR010,1998,Grocery Store,Small,Tier 3,DRL01,19.5,Regular,0.129170642,Soft Drinks,233.9958,467.3916
STR017,2007,Supermarket,Small,Tier 2,FDV48,9.195,Regular,0.051908824,Baking Goods,78.1644,1414.1592
STR045,2002,Supermarket,Small,Tier 2,FDR48,11.65,Low Fat,0.131770922,Baking Goods,151.1024,1518.024
STR013,1987,Supermarket,High,Tier 3,NCD54,21.1,Low Fat,0.028984804,Household,146.1786,3034.0506
STR017,2007,Supermarket,Small,Tier 2,NCT54,8.695,Low Fat,0.120211747,Household,93.2094,666.4658
STR013,1987,Supermarket,High,Tier 3,FDH02,7.27,Regular,0.02076385,Canned,89.0488,181.0976
STR013,1987,Supermarket,High,Tier 3,NCD43,8.85,Low Fat,0.016006626,Household,105.6964,210.3928
STR035,2004,Supermarket,Small,Tier 2,FDE46,18.6,Low Fat,0.015766712,Snack Foods,152.9366,1662.5026
STR027,1985,Cold Storage,Medium,Tier 3,NCO42,,Low Fat,0.024536199,Household,144.6102,3791.0652
STR049,1999,Supermarket,Medium,Tier 1,FDR40,9.1,Regular,0.008046878,Frozen Foods,78.7618,402.809
STR049,1999,Supermarket,Medium,Tier 1,FDG24,7.975,Low Fat,0.014653896,Baking Goods,82.425,749.025
STR017,2007,Supermarket,Small,Tier 2,NCO17,10,Low Fat,0.073794811,Health and Hygiene,121.444,2516.724
STR046,1997,Supermarket,Small,Tier 1,FDF22,6.865,Low Fat,0.056830682,Snack Foods,214.0218,5556.7668
STR035,2004,Supermarket,Small,Tier 2,FDC59,16.7,Regular,0.054618573,Starchy Foods,65.5168,1022.6688
STR010,1998,Grocery Store,Small,Tier 3,NCY18,7.285,Low Fat,0.052141447,Household,174.9054,525.3162
STR045,2002,Supermarket,Small,Tier 2,DRE48,8.43,Low Fat,0.017360867,Soft Drinks,196.2768,1576.6144
STR010,1998,Grocery Store,Small,Tier 3,FDV60,20.2,Regular,0.196438668,Baking Goods,194.611,392.822
STR049,1999,Supermarket,Medium,Tier 1,FDB56,8.75,Regular,0.074743226,Fruits and Vegetables,187.6556,5257.1568
STR027,1985,Cold Storage,Medium,Tier 3,FDL20,,Low Fat,0.127792701,Fruits and Vegetables,111.1886,4447.544
STR027,1985,Cold Storage,Medium,Tier 3,NCZ53,,Low Fat,0.024358634,Health and Hygiene,190.4214,5652.642
STR035,2004,Supermarket,Small,Tier 2,DRM35,9.695,Low Fat,0.070431235,Hard Drinks,177.5344,3033.3848
STR046,1997,Supermarket,Small,Tier 1,FDV16,7.75,Regular,0.082930699,Frozen Foods,35.2558,780.9834
STR013,1987,Supermarket,High,Tier 3,FDY19,19.75,Low Fat,0.041330512,Fruits and Vegetables,115.8466,2474.7786
STR010,1998,Grocery Store,Small,Tier 3,FDY12,9.8,Regular,0.235354055,Baking Goods,50.8008,101.2016
